特征,ACE
ACSL4,0.5032528447721963
ACSL5,0.49025400445223416
ACSL6,0.4911916938428837
ACSM1,0.48813000462188433
ACSM2,0.48971977766361746
ACSM3,0.49976432310966395
ACSS1,0.4952203796861581
ACSS2,0.4871773556274955
ACTA1,0.46708338633848817
ACTA2,0.49622821491146984
ACTB,0.4607478606485729
ACTC,0.5028838455385848
ACTG1,0.5
ACTG2,0.4899442579459204
ACTL6A,0.4855104154206472
ACTL6B,0.4933161236563573
ACTL7A,0.4973458939041863
ACTL7B,0.48759796546753204
ACTL8,0.49208167193153873
ACTN1,0.49987313838818015
ACTN2,0.4914907653301638
ACTN3,0.4966750303715412
ACTN4,0.4750228062318512
ACTR10,0.4878009182104473
ACTR1A,0.48220827913519987
ACTR1B,0.4919142718054332
ACTR2,0.48560049229965113
ACTR3,0.4950329702225985
ACTR3B,0.4935287393487042
ACTR5,0.4928761585695224
ACTR6,0.4870872531540018
ACTR8,0.4879850954616818
ACTRT1,0.49421407960461083
ACTRT2,0.49337054451463
ACVR1,0.4843046081159806
ACVR1B,0.4933892442454918
ACVR1C,0.48404349242053
ACVR2A,0.4876387299787728
ACVR2B,0.4826526019945643
ACVRL1,0.48874577023502075
ACY1,0.5005206152499055
ACY1L2,0.503093378728933
ACY3,0.4905813411733864
ACYP1,0.4894559102843759
ACYP2,0.5
ADA,0.49377882444629
ADAL,0.48853115353822896
ADAM10,0.4811689939780616
ADAM11,0.48657475740286504
ADAM12,0.49987516178531705
ADAM15,0.4837742120896619
ADAM17,0.48963326845628385
ADAM18,0.4919899659138358
ADAM19,0.48744091599279754
ADAM2,0.4993291386294346
ADAM20,0.5000405121693834
ADAM21,0.49899838916836137
ADAM22,0.4827155959538178
ADAM23,0.5
ADAM28,0.5111146388970056
ADAM29,0.49090350684681117
ADAM30,0.49369391827105596
ADAM32,0.4803298999172044
ADAM33,0.48043102455453834
ADAM3A,0.4903230187287375
ADAM6,0.49645712385382285
ADAM7,0.4929967092458315
ADAM8,0.4960099133262335
ADAM9,0.48841065709776615
ADAMDEC1,0.4995773512898567
ADAMTS1,0.5
ADAMTS10,0.492254731221224
ADAMTS12,0.4897000837998824
ADAMTS13,0.4656156411486547
ADAMTS14,0.4902386537645512
ADAMTS15,0.4891481554035375
ADAMTS16,0.5152818800077733
ADAMTS17,0.49597897528413865
ADAMTS18,0.49965464620492994
ADAMTS19,0.4844006165085145
ADAMTS2,0.49125419630028894
ADAMTS20,0.4768460763932753
ADAMTS3,0.46983293859708686
ADAMTS4,0.48763745390568175
ADAMTS5,0.49070012059446017
ADAMTS6,0.4971225031066636
ADAMTS7,0.49345407406210845
ADAMTS8,0.4888242008657892
ADAMTS9,0.4909252310536138
ADAMTSL1,0.49988537815264916
ADAMTSL2,0.4840258350821726
ADAMTSL3,0.4897982018228062
ADAMTSL4,0.48967548704949826
ADAR,0.49007544711427564
ADARB1,0.47861831711928593
ADARB2,0.48515098879354984
ADAT1,0.4835200843583755
ADC,0.5037897054133723
ADCK1,0.48395378511905046
ADCK2,0.49396243233082365
ADCK4,0.4882086602076976
ADCK5,0.49485655305245463
ADCY1,0.492988482947643
ADCY2,0.48330878049495224
ADCY3,0.4951438450053196
ADCY4,0.5090048479185804
ADCY5,0.4971753848947732
ADCY6,0.49769407652171027
ADCY7,0.4952915450275593
ADCY8,0.48345949599941407
ADCY9,0.4877331271436178
ADCYAP1,0.4873297584788065
ADCYAP1R1,0.48097418823434096
ADD1,0.5015595657820403
ADD2,0.48262331247565027
ADD3,0.4741677238095568
ADFP,0.53344447066603
ADH1A,0.4873278431839844
ADH1B,0.4857698118909015
ADH1C,0.4915268945942952
ADH4,0.49073166981833016
ADH5,0.49728795497729616
ADH6,0.49778346491592496
ADH7,0.49984206644082363
ADHFE1,0.49886794131271217
ADI1,0.49312984835161344
ADIPOQ,0.4946964484096258
ADIPOR1,0.4973511612894523
ADIPOR2,0.48173448552417697
ADK,0.48279763627041294
ADM,0.5077056788794981
ADM2,0.49366986739352686
ADMR,0.4788302386062898
ADNP,0.4961530586322263
ADORA1,0.4854610414194583
ADORA2A,0.4864554749939368
ADORA2B,0.4876499485310392
ADORA3,0.48151961615945404
ADPGK,0.4912403602975992
ADPN,0.4913484437499739
ADPRH,0.5017103479409891
ADPRHL1,0.5055828429843462
ADPRHL2,0.4901154983525232
ADRA1A,0.4817993183207519
ADRA1B,0.4960100651563432
ADRA1D,0.4946341020445559
ADRA2A,0.4956399351919845
ADRA2B,0.4941500402953797
ADRA2C,0.4926814791277989
ADRB1,0.4931247689573397
ADRB2,0.4881339745599698
ADRB3,0.48867125328863215
ADRBK1,0.4988405221812695
ADRBK2,0.47007412551030014
ADRM1,0.48864226523910476
ADSL,0.4834182651431615
ADSS,0.4856498143424603
ADSSL1,0.4974657751583874
AEBP1,0.4998029067845882
AEBP2,0.5
AES,0.4969974036614156
AFF1,0.4887329288732883
AFF2,0.4812291200837392
AFF3,0.4868998251524212
AFF4,0.46875384934830455
AFG3L1,0.490030587642494
AFG3L2,0.49880029141039545
AFM,0.4950966139847428
AFMID,0.48668784321417563
AFP,0.48751562463671994
AGA,0.49045823336817557
AGBL2,0.4872689000821878
AGBL3,0.4920640662125449
AGBL4,0.4877944874848917
AGC1,0.48906734954548076
AGER,0.48707272330056584
AGGF1,0.4903747814320371
AGL,0.48997109047909665
AGMAT,0.5100476515270507
AGPAT1,0.4912885077943885
AGPAT2,0.4995775908267348
AGPAT3,0.4738719900325977
AGPAT4,0.48844976332363277
AGPAT5,0.4643062187468205
AGPAT6,0.49212853714007443
AGPAT7,0.4818168853385225
AGPS,0.5032057213208807
AGR2,0.4877364758332472
AGRP,0.4999954149355107
AGT,0.4879224063208202
AGTPBP1,0.4822445559047945
AGTR1,0.5
AGTR2,0.49098906523185126
AGTRAP,0.4864267949611026
AGTRL1,0.4626423620610861
AGXT,0.4801070147159381
AGXT2,0.4991311315988154
AGXT2L1,0.5131347154821136
AHCTF1,0.48883884388621285
AHCTF1P,0.4907509236788839
AHCY,0.49114061402838216
AHCYL1,0.49304112319980414
AHDC1,0.49267429678981184
AHI1,0.47974929525367516
AHNAK,0.47429525753560603
AHR,0.46971939388108347
AHRR,0.4876983278294641
AHSA1,0.49488564733989204
AHSA2,0.47771022868638674
AHSG,0.49518541462617566
AICDA,0.49606760019123747
AIF1,0.4773004573968075
AIG1,0.5001188816971122
AIM1,0.48022566780570564
AIM1L,0.4991265198907633
AIM2,0.4903370604990209
AIP,0.48717922568340194
AIPL1,0.499277126512194
AIRE,0.49866383091237554
AJAP1,0.4963128695480708
AK1,0.4867745395255828
AK2,0.4878735489565438
AK3,0.48546173461256964
AK3L1,0.47000883979004854
AK5,0.48645200775363767
AK7,0.48462704721412647
AKAP1,0.500144114132828
AKAP10,0.4909241845187874
AKAP11,0.4768252182866388
AKAP12,0.48924255246879017
AKAP13,0.4861985135918353
AKAP14,0.4949620262533925
AKAP3,0.48737396576052366
AKAP4,0.4926718963978427
AKAP5,0.4811051342942771
AKAP6,0.4708716141305481
AKAP7,0.4958714958026684
AKAP8,0.4866917454919555
AKAP8L,0.4821154519151084
AKAP9,0.5172977216044178
AKNA,0.4807662833513048
AKR1A1,0.47549610363903727
AKR1B1,0.506372643360575
AKR1B10,0.49245303397798557
AKR1C1,0.5
AKR1C2,0.4447964147038759
AKR1C3,0.4783218010280865
AKR1C4,0.4911889899330192
AKR1CL1,0.4976787710674966
AKR1CL2,0.49226440366266816
AKR1D1,0.49632699110842565
AKR7A2,0.4958708270066703
AKR7A3,0.49333358081712814
AKT1,0.5101325626997504
AKT1S1,0.4836448203207051
AKT2,0.48734312176777983
AKT3,0.4859580065714457
ALAD,0.49236337709317163
ALAS1,0.49598494703593055
ALAS2,0.49201083338088825
ALB,0.4898387277614922
ALCAM,0.498168498709336
ALDH16A1,0.49308427257072307
ALDH18A1,0.4933387321241328
ALDH1A1,0.4791959034989051
ALDH1A2,0.4927353365013656
ALDH1A3,0.4982489032934474
ALDH1B1,0.4838220844034684
ALDH1L1,0.49361170262718934
ALDH1L2,0.5
ALDH2,0.5178899463616445
ALDH3A1,0.4936334062358056
ALDH3A2,0.4872786783763195
ALDH3B1,0.5076056376886009
ALDH3B2,0.4909666181086312
ALDH4A1,0.48767184994588947
ALDH5A1,0.48380917593230083
ALDH6A1,0.4981821380253632
ALDH7A1,0.4894085555475592
ALDH8A1,0.49821810252486337
ALDH9A1,0.4752297911198917
ALDOA,0.48204325820161703
ALDOB,0.5004440354204469
ALDOC,0.4901694120589729
ALG1,0.4924430200873784
ALG10,0.488800950134899
ALG12,0.48737927919239055
ALG14,0.4810561770820475
ALG2,0.4816104636514654
ALG3,0.5
ALG5,0.49753973933801815
ALG6,0.4922112324082889
ALG8,0.49065882264007993
ALG9,0.4908279819917478
ALK,0.4786526719159049
ALKBH1,0.49499410357383417
ALKBH2,0.49074441937707564
ALKBH3,0.4877029306182373
ALKBH4,0.5
ALKBH5,0.5113920896464011
ALKBH6,0.4849433745480759
ALKBH7,0.4934033928213124
ALKBH8,0.49665014284605213
ALLC,0.4886076732403034
ALMS1,0.49830674970016287
ALOX12,0.4942885380291062
ALOX12B,0.48807354901482936
ALOX15,0.4917216855510713
ALOX15B,0.4907606789436101
ALOX5,0.4897120888830635
ALOX5AP,0.48713862220388726
ALOXE3,0.4929426519159733
ALPI,0.4986576889534009
ALPK1,0.5080975124585655
ALPK2,0.48867283675704154
ALPK3,0.4809786531674493
ALPL,0.4601095881501562
ALPP,0.4924186911939638
ALPPL2,0.5223458242172744
ALS2,0.4863283494867718
ALS2CL,0.49315208210622824
ALS2CR10,0.5028237494311124
ALS2CR11,0.4884996394672707
ALS2CR12,0.4912903458918957
ALS2CR13,0.5044035296616206
ALS2CR14,0.48648718123314844
ALS2CR15,0.504055022290594
ALS2CR16,0.48137682278532185
ALS2CR19,0.48970651136209054
ALS2CR2,0.493466124672171
ALS2CR4,0.4811942604684704
ALS2CR7,0.4698098231621507
ALS2CR8,0.49595565285597104
ALX3,0.4871376031319586
ALX4,0.4909336441797851
AMAC1,0.47961944679751845
AMAC1L2,0.4781313982787496
AMACR,0.4874421808894467
AMBN,0.4914727760448071
AMBP,0.4999533347197196
AMD1,0.4915245649978877
AMDHD1,0.5075662793992218
AMDHD2,0.48691984490504703
AMELX,0.49515632950618177
AMELY,0.49061030598134897
AMFR,0.48830247036069496
AMH,0.491217116928453
AMHR2,0.49141654129778106
AMICA1,0.49027786092256437
AMID,0.4920825186245876
AMIGO1,0.5
AMIGO2,0.4838866577772699
AMIGO3,0.4946512384790154
AMMECR1,0.4943481533411567
AMN,0.4809319422405104
AMOT,0.4773439479560484
AMOTL1,0.4849263529487329
AMOTL2,0.4809241663435081
AMPD1,0.4995480439269202
AMPD2,0.5033846470773335
AMPD3,0.49242237153231094
AMPH,0.4865305974653377
AMT,0.49022109749176634
AMY1A,0.4856125744082114
AMY2A,0.48133657925845286
AMY2B,0.4899968553206424
ANAPC1,0.4980625402877013
ANAPC10,0.4878383813061201
ANAPC11,0.48661015231492316
ANAPC13,0.49725767919246205
ANAPC2,0.48980743998563037
ANAPC4,0.49280538533978
ANAPC5,0.4924349459624324
ANAPC7,0.501584371614587
ANG,0.4866235329273684
ANGEL1,0.49124889162922974
ANGEL2,0.47849355258517007
ANGPT1,0.48648830975522644
ANGPT2,0.47062273056761955
ANGPT4,0.48500443208353394
ANGPTL1,0.4891721172816043
ANGPTL2,0.4905359507773737
ANGPTL3,0.48993888178583733
ANGPTL4,0.4866091891351007
ANGPTL5,0.49081400165240313
ANGPTL6,0.48330796871135495
ANK1,0.4770628196644281
ANK2,0.4768891178601794
ANK3,0.49487734387898286
ANKDD1A,0.49717817301630685
ANKFN1,0.4818031707354998
ANKFY1,0.48986779544639164
ANKH,0.47298004470291166
ANKHD1,0.49569202037702637
ANKIB1,0.5
ANKK1,0.4884071341763102
ANKMY1,0.4890760160857311
ANKMY2,0.49210805352652087
ANKRA2,0.49034196063916013
ANKRD1,0.49731526088322486
ANKRD10,0.5032023779459109
ANKRD11,0.49902696559483395
ANKRD12,0.4947571259294367
ANKRD13,0.5220709812167287
ANKRD13B,0.49493686581407986
ANKRD13C,0.4841547826732094
ANKRD13D,0.48476530192319917
ANKRD15,0.4808810913462411
ANKRD16,0.5005791287844135
ANKRD17,0.4940329133243407
ANKRD18A,0.4908993934531685
ANKRD19,0.4591572183782799
ANKRD2,0.4902246693580762
ANKRD20A1,0.4932010632806757
ANKRD21,0.49992263216562866
ANKRD22,0.5
ANKRD23,0.48762334921431266
ANKRD25,0.4931296609158871
ANKRD26,0.5261539658421891
ANKRD27,0.490204510615673
ANKRD28,0.4944968635652659
ANKRD29,0.4867743035498361
ANKRD30A,0.49249159661994873
ANKRD30B,0.48719669361665724
ANKRD31,0.4952445141611708
ANKRD32,0.5128953113779257
ANKRD33,0.49806218654004525
ANKRD34,0.4893889130927683
ANKRD35,0.4864873402333494
ANKRD36,0.4976609878669042
ANKRD37,0.4788389588362204
ANKRD38,0.49215963715930555
ANKRD39,0.495293429790688
ANKRD40,0.4752837656548861
ANKRD41,0.4851009332106867
ANKRD42,0.4950764308472888
ANKRD43,0.5
ANKRD44,0.48673200741064204
ANKRD45,0.49014435407725154
ANKRD46,0.4803466613172776
ANKRD47,0.4893169444624122
ANKRD49,0.5
ANKRD5,0.5028314509461261
ANKRD50,0.48825724702687173
ANKRD53,0.4886860730431961
ANKRD6,0.47044231684841675
ANKRD7,0.485463311561783
ANKRD9,0.4802636242893478
ANKS1A,0.4850325844003258
ANKS1B,0.5050029625709498
ANKS3,0.488135757036711
ANKS4B,0.4965028758688637
ANKS6,0.4992602177310828
ANKZF1,0.4810721487938011
ANLN,0.4882327108545652
ANP32A,0.49693063709322455
ANP32B,0.480627707485048
ANP32C,0.4927069807541943
ANP32D,0.49165379594406555
ANP32E,0.49972030420553915
ANPEP,0.4871220408902085
ANTXR1,0.4742881836993368
ANTXR2,0.49867060524341966
ANTXRL,0.4776537907874456
ANUBL1,0.48564281001868315
ANXA1,0.48770761323929995
ANXA10,0.4976568005489409
ANXA11,0.48626339235315763
ANXA13,0.49170682970313
ANXA2,0.5202391910961001
ANXA2P2,0.5235655856772465
ANXA2P3,0.501914980558273
ANXA3,0.5119651367190627
ANXA4,0.49807121026574525
ANXA5,0.478156738496958
ANXA6,0.49353875557518534
ANXA7,0.48811650155594954
ANXA8,0.4981903141024171
ANXA9,0.4944273131387262
AOAH,0.48921234719634554
AOC2,0.49570367032474505
AOC3,0.49070042650119466
AOF1,0.4882246670754045
AOF2,0.500156129741833
AOX1,0.48881672029036555
AOX2,0.5
AP1B1,0.4941336807566105
AP1G1,0.49693267617422276
AP1G2,0.49850446527134834
AP1GBP1,0.46432292921924173
AP1M1,0.4754855406837491
AP1M2,0.4896939261558971
AP1S1,0.48792938176381717
AP1S2,0.49287232100400796
AP1S3,0.4962525068599422
AP2A1,0.4937568044857248
AP2A2,0.502296689824662
AP2B1,0.4873735938608055
AP2M1,0.4963735699585806
AP2S1,0.48933372596144675
AP3B1,0.48399227449937093
AP3B2,0.4802595705847228
AP3D1,0.5
AP3M1,0.5059004917077488
AP3M2,0.5067331351911547
AP3S1,0.49520626562999326
AP3S2,0.48603405626689017
AP4B1,0.49108495156938153
AP4E1,0.4894125240861607
AP4M1,0.4947783404409648
AP4S1,0.4915914718749585
APAF1,0.5
APBA1,0.4917451632482214
APBA2,0.49013591853925903
APBA2BP,0.47346424503700735
APBA3,0.5
APBB1,0.49765978614219586
APBB1IP,0.5108216211762998
APBB2,0.5063973756452743
APBB3,0.5046565699811475
APC,0.4753351531404814
APCDD1,0.5030772479743852
APCS,0.4958579976311353
APEX1,0.482474584815587
APEX2,0.4887284957749195
APH1A,0.4806386389167594
APH1B,0.49065775383569477
API5,0.4889898743181876
APIP,0.48956641484608515
APITD1,0.5170485995978975
APLN,0.4872666048870798
APLP1,0.4954858904538083
APLP2,0.4971834736239154
APOA1,0.48997588639074197
APOA1BP,0.4973618841789937
APOA2,0.48415566996107223
APOA4,0.49406281506931565
APOA5,0.48386615793440846
APOB,0.47238269983795855
APOBEC1,0.4991458958138632
APOBEC2,0.49273393138015364
APOBEC3A,0.48048022006848307
APOBEC3B,0.4890034369488127
APOBEC3C,0.4700503411462578
APOBEC3D,0.4880069450081278
APOBEC3F,0.47832635046756206
APOBEC3G,0.48759034045901595
APOBEC4,0.49517353768196654
APOC1,0.49075012720832967
APOC2,0.49516639901539816
APOC3,0.49406722329071945
APOC4,0.4896913135786466
APOD,0.49311741829125577
APOE,0.5004846180966439
APOF,0.492074483347484
APOH,0.48984105928622856
APOL1,0.4871444944404047
APOL2,0.49773990805330814
APOL3,0.5
APOL4,0.4999567240722803
APOL5,0.4893362758625377
APOLD1,0.48702078222411477
APOM,0.49873505317322814
APP,0.4998432231105192
APPBP1,0.4828191219884823
APPBP2,0.48765331252193383
APRIN,0.4976350864699777
APRT,0.47330475686341084
APTX,0.4949828340247627
APXL,0.5198294523951441
AQP1,0.48713679554808015
AQP10,0.49194188568621305
AQP11,0.5
AQP12B,0.4973516243982189
AQP2,0.49999411433837243
AQP3,0.47898732143528633
AQP4,0.4961156743183129
AQP5,0.4898795888388032
AQP6,0.48971111250828697
AQP7,0.4950326241401184
AQP7P1,0.4876120425965568
AQP8,0.4922963415752622
AQP9,0.4826745668023607
AR,0.4861322502686542
ARAF,0.4776032222795447
ARC,0.5022112419621682
ARCN1,0.48794893969704506
ARD1A,0.49800323505322647
AREG,0.4925541921687204
ARF1,0.4863395277662115
ARF1P1,0.4791579196423077
ARF2,0.47790711473593905
ARF3,0.4869966196148975
ARF4,0.5026499472418027
ARF4P3,0.48303340713765525
ARF5,0.48578012059756925
ARF6,0.4834360815336329
ARFGAP1,0.48067157389232723
ARFGAP3,0.4838747454127888
ARFGEF1,0.5065572286904064
ARFGEF2,0.4811337158734733
ARFIP1,0.4951447550421276
ARFIP2,0.4945997525157853
ARFRP1,0.4892177225717679
ARG1,0.49499233422879285
ARG2,0.4938240790355914
ARGFX,0.4868534151229304
ARHGAP1,0.4841915466006718
ARHGAP10,0.5022933253079047
ARHGAP11A,0.4830341551636127
ARHGAP12,0.48601204104312357
ARHGAP15,0.49112676837858477
ARHGAP17,0.48642276552829694
ARHGAP18,0.4773921820537491
ARHGAP19,0.4829952414446084
ARHGAP20,0.4758036511489614
ARHGAP21,0.4827892029589211
ARHGAP22,0.4976472387923198
ARHGAP24,0.49491308349240426
ARHGAP25,0.4940414159361822
ARHGAP26,0.4962550840986951
ARHGAP27,0.494588884725534
ARHGAP28,0.49124043728327343
ARHGAP29,0.5
ARHGAP30,0.47324464126735494
ARHGAP4,0.48295759014886913
ARHGAP5,0.49685733248425623
ARHGAP6,0.4953240490642849
ARHGAP9,0.48830508982633725
ARHGDIB,0.5150543447886845
ARHGDIG,0.48663481550389137
ARHGEF1,0.49574991383385125
ARHGEF10,0.5
ARHGEF10L,0.4804219212366952
ARHGEF11,0.4922497162428407
ARHGEF12,0.47214689038496327
ARHGEF15,0.48871684987226344
ARHGEF16,0.4949583111823881
ARHGEF17,0.48258102291485333
ARHGEF18,0.503337132739237
ARHGEF19,0.4908371840366127
ARHGEF2,0.48229688560303874
ARHGEF3,0.48712618637084226
ARHGEF4,0.4896331972126264
ARHGEF5,0.4977836624730316
ARHGEF6,0.4902168012203431
ARHGEF7,0.4830610396214695
ARHGEF9,0.4873986907094182
ARID1A,0.48452545694938387
ARID1B,0.5019614864395044
ARID2,0.5
ARID3A,0.4945003224456496
ARID3B,0.47584510227343846
ARID3C,0.5
ARID4A,0.4989091292229733
ARID4B,0.49690260259470725
ARID5A,0.4812293347618036
ARID5B,0.4921764506921253
ARIH1,0.4929045424730543
ARIH2,0.4942475484794728
ARL1,0.4884318858191178
ARL10,0.47388939939729624
ARL11,0.48354062628144123
ARL13A,0.4974865072767816
ARL13B,0.49877090295534565
ARL14,0.4930815386421622
ARL15,0.5
ARL17P1,0.5119100068995366
ARL2,0.4874300893319059
ARL2BP,0.4865102593622519
ARL3,0.48840864155006974
ARL4A,0.4872021791834755
ARL4C,0.4719970432397427
ARL4D,0.49037494671921295
ARL4P,0.4955543098396943
ARL5A,0.47296522058466534
ARL5B,0.5
ARL5C,0.502531670980334
ARL6,0.4762721561859269
ARL6IP,0.48433302026474206
ARL6IP2,0.5019399175245117
ARL6IP4,0.4895441134223863
ARL6IP5,0.47890050010864715
ARL6IP6,0.5006854213687866
ARL8A,0.4852608898001993
ARL8B,0.47976722597349575
ARL9,0.502786093912136
ARMC1,0.47452158490357854
ARMC2,0.5038672105435729
ARMC3,0.48676732711609383
ARMC4,0.49321077558199455
ARMC5,0.48176160481009567
ARMC6,0.49264142349980533
ARMC7,0.49984833452004723
ARMC8,0.49143203989730244
ARMC9,0.48729472555869735
ARMCX1,0.4864238831784928
ARMCX2,0.5022981806920158
ARMCX3,0.48654962346652547
ARMCX4,0.5007890777296888
ARMCX5,0.4933972252616533
ARMCX6,0.4892362995692211
ARMET,0.48432129066671303
ARMETL1,0.47621326045884466
ARNT,0.48648981548028614
ARNT2,0.5101007836767012
ARNTL,0.4948414169369494
ARNTL2,0.49525044056061956
ARPC1A,0.4873486558498978
ARPC1B,0.499037234196662
ARPC2,0.4879178317481377
ARPC3,0.486688053260747
ARPC4,0.4920414608914269
ARPC5,0.5046476741309539
ARPC5L,0.4777537342606139
ARR3,0.4854664259079542
ARRB1,0.492971663326761
ARRB2,0.4931753085395274
ARRDC1,0.5
ARRDC2,0.4762405057128782
ARRDC3,0.4835519297901367
ARRDC4,0.5
ARSA,0.4917953951371374
ARSB,0.48214628368885193
ARSD,0.4769331909700179
ARSE,0.4961484355692595
ARSF,0.4913398759154047
ARSG,0.5096618228078552
ARSH,0.48930469366342927
ARSI,0.4958237500194425
ARSJ,0.4999013356934766
ARSK,0.5
ART1,0.49111543118052803
ART3,0.5064653985405887
ART4,0.4932134529194623
ART5,0.47668088758150207
ARTN,0.5014431770225608
ARV1,0.49053996465827127
ARVCF,0.4844735323579959
ARX,0.49422988165777365
AS3MT,0.49507860946089693
ASAH1,0.4836697769504503
ASAH2,0.4846687449852054
ASAH3,0.48818721657264286
ASAH3L,0.48241130917071323
ASAHL,0.4922848535225198
ASB1,0.4791315067026847
ASB10,0.4894420637842681
ASB11,0.492155154329354
ASB12,0.4996702200532949
ASB13,0.48804824070855135
ASB14,0.49371830930946065
ASB15,0.49663515869923747
ASB16,0.4876362474552033
ASB17,0.49989173375988205
ASB2,0.48201697980904157
ASB3,0.49278880655264357
ASB4,0.47756040930205723
ASB5,0.49749918706195917
ASB6,0.47520348805657653
ASB7,0.4766607794174271
ASB8,0.48641772809414024
ASB9,0.4891814329920597
ASCC1,0.49230368690089127
ASCC2,0.4967524043176217
ASCC3,0.4932980661583393
ASCC3L1,0.494639587523803
ASCL1,0.4913466099369987
ASCL2,0.4901578726975739
ASCL3,0.48862078123438446
ASF1A,0.49219773554882584
ASF1B,0.4969898962598989
ASGR1,0.48529577452736894
ASGR2,0.4919139043853911
ASH1L,0.5172171437068352
ASH2L,0.4875590768467804
ASIP,0.4865023018116297
ASL,0.48647234855849353
ASMT,0.49255659526078716
