Name,Score
KIAA0408,1305.9825470740925
RFX5,1305.9782799297955
PHF12,1305.8298382544494
SNX13,1305.8057264992674
TCP11L2,1305.8043570169782
CDS1,1305.769524413209
C7orf36,1305.7348972400277
PSPHL,1305.7051941883415
REEP1,1305.7046140857806
MTERFD1,1305.6579982828332
NDRG3,1305.654117704146
ANKRD30B,1305.6317012603631
MRPS14,1305.6230412821772
ZBTB2,1305.6057151582918
MBD1,1305.6043676861696
SH2D1B,1305.5513292391113
RBM20,1305.4551756652556
PSMC1,1305.3958471270635
GALNT7,1305.3686258574746
ZNF426,1305.350682493611
MAST3,1305.3476454276895
EIF2B3,1305.3373334860971
ACN9,1305.2253958746326
OPTN,1305.1345947852533
SMARCA5,1305.0588481678305
UBE2B,1305.055109846536
PIN4,1304.9985616059455
GOLGA8G,1304.9421605175603
NAB2,1304.8550543173678
TYMS,1304.8272465114007
C1orf43,1304.7472685444084
C14orf109,1304.7139171266406
RGS14,1304.6412935000142
ALDH1A3,1304.5688313165206
SUSD1,1304.5638871465953
DLD,1304.4604922766512
PANK2,1304.4587767930093
FAHD1,1304.4063974344074
GCAT,1304.2554085502086
SEPHS1,1304.2423764566624
C18orf24,1304.2165002167303
STK38L,1304.1972927224665
FOXP2,1304.182111117318
CEP192,1304.129005239101
LRRC4,1304.0612330438817
PKP4,1304.0225485191393
ITFG2,1303.9878524057588
DPYS,1303.8232847892348
CCDC43,1303.806011977542
CCNB1IP1,1303.8041254476113
FAM82C,1303.6662471421039
OSBPL1A,1303.4462142948305
POLR3E,1303.338035706022
C10orf70,1303.2377335769575
CHMP1B,1303.1171732088294
TMEM9B,1303.1053529816031
LASS4,1303.024452346059
FAM24B,1302.9860278958574
RINT1,1302.9709698586698
IMP4,1302.9068063825657
ARCN1,1302.9062564181668
C6orf211,1302.7739562957863
COVA1,1302.7154505423925
LYSMD3,1302.6984614366966
CAPZB,1302.5993878198453
SGCE,1302.5195512924254
GNA14,1302.515867077364
IREB2,1302.4687594477969
ATP5C1,1302.4199693454234
RBM18,1302.3394575566515
SH3BGRL,1302.2301365909752
NEUROD6,1302.2222989409909
JAKMIP1,1302.2014527808792
DDX19A,1302.164715024113
DDX51,1302.1509380164657
PPL,1302.1440437055976
AXIN2,1302.1422750652268
C1orf14,1302.1023033467573
DLAT,1302.0521930212635
C1QBP,1301.9928864246172
PPP1R2P1,1301.979412623939
OR1S1,1301.9330425632252
NUDT9,1301.9245560077736
C6orf59,1301.9132986188454
WDR53,1301.8249996175937
RNF144,1301.7843921601134
CEP57,1301.775833895706
FBN2,1301.7563704461015
ZNF160,1301.6966197756315
TRIM71,1301.6962095585143
CHML,1301.6793814170571
NF1,1301.6047155591486
LRRC6,1301.57258098884
FHOD3,1301.5570898469014
GARNL3,1301.5379827507852
PDIA5,1301.5372279468206
ANKH,1301.5332536667308
ZNF682,1301.4205959003057
SLC12A5,1301.3627949767983
COMMD3,1301.3177235273256
SCG5,1301.262568544354
MCCC2,1301.2319197376953
ESRRG,1301.2264479685907
C14orf83,1301.195920748745
MAGEL2,1301.1544229074025
HSD17B12,1301.1320916851503
CEP63,1301.1303619205187
RKHD3,1301.1299761981109
DNM3,1301.117305809742
MGAT4A,1301.083388663121
OR51I2,1301.0827162561782
C13orf12,1300.9893108610438
OR1Q1,1300.9436037503788
MEP1B,1300.9058161270402
MLSTD2,1300.8744798125188
RPA2,1300.8595701053819
ZNF606,1300.7883732671592
CCDC59,1300.7490643752376
ACOX3,1300.7400390966861
ZFP37,1300.7286844781597
MYH10,1300.6595700726523
C14orf166,1300.6486626610608
ENDOGL1,1300.5588814894868
FNBP4,1300.521116720655
KIFC3,1300.4654718869517
POLK,1300.4636214045947
RYR2,1300.413478317954
ZNF12,1300.3880046515408
LIPT1,1300.1460272816055
INPP1,1300.1137705395572
FAM82B,1300.0883899742157
PRPF40A,1299.9552460736688
DYRK1A,1299.9017143492274
DNAJC10,1299.6543012358384
KIAA0125,1299.642235470732
BOLA3,1299.5935219727644
C1orf76,1299.5142763713593
BUB3,1299.4994045335038
DUSP10,1299.4537627666589
IDE,1299.427612982423
IHPK3,1299.3756388949857
PRKAR2A,1299.3713876749796
C14orf29,1299.235444138213
CDS2,1299.2336044296844
MX1,1299.1368888001193
CCDC96,1299.0804420004822
TECTA,1299.0522941702038
TAAR6,1299.0437125359997
KIAA0157,1299.018555581196
SAP130,1298.9951893321916
STX8,1298.9634063138178
C4orf9,1298.9503118715581
NPAL2,1298.8379451255048
SGPP1,1298.8367484741548
ZNF435,1298.8348421619805
MEIS1,1298.7747243105532
KCNT2,1298.749014714267
ZMAT4,1298.7094790253543
TRIM37,1298.6658203524344
HMGCLL1,1298.6001560318794
IKBKAP,1298.536914539934
MYT1L,1298.529069018855
ZNF432,1298.4962726173833
LDHAL6B,1298.4913194778567
RNF111,1298.4515251171922
CACNA1D,1298.435205733644
LARS,1298.3618179347689
BZW2,1298.2977133930076
SYNJ2BP,1298.1814217676997
STX7,1298.1079207815374
GLRX,1298.0943200413517
TUBGCP2,1298.036313269184
CCNG1,1297.8456318721442
PPIE,1297.8412429551015
NLE1,1297.7948542363624
AHR,1297.7491561663894
NPPA,1297.6795136614785
C9orf40,1297.6736370601982
FAM49A,1297.6708689731777
ZNF184,1297.6593459676737
BTF3,1297.5560540964
ANAPC1,1297.5026938135627
LIG4,1297.314450771557
PAPOLA,1297.3038044809405
SMCR2,1297.2732633944302
ASB3,1297.2617294528636
AKR1B1,1297.2363599298
ZRANB1,1297.232676331955
THRB,1297.212965427426
CHCHD1,1297.1758161232442
RP11-130N24.1,1297.156857471351
ID2B,1297.1299035353718
PROM1,1297.0319494038445
MPPE1,1296.8729264524084
PARP1,1296.773930030802
C20orf7,1296.7657065092938
TMEM35,1296.7630757422535
RGPD8,1296.7181226142122
CRYL1,1296.6423871117418
PSPC1,1296.4683011773345
C12orf52,1296.436217783571
MATN2,1296.4273751623932
FEM1B,1296.420297761798
AGPS,1296.3961022865
SPG3A,1296.3887994670454
C1orf25,1296.3187947742874
NPFFR1,1296.305124729625
C1orf176,1296.2220213413361
RPS6KA1,1296.2007579343237
PRMT6,1296.1879861477687
TAF7L,1296.176112644442
AK5,1296.1531864656267
PARP2,1296.0697774813716
SIAH1,1296.0638205553103
POLS,1296.043992000085
HIST1H4G,1295.9977690998887
AARS,1295.9815515177502
C20orf28,1295.9727724348172
CDK5,1295.9437036483862
CEP350,1295.9337047863594
AK3,1295.8177016050588
CRSP9,1295.7950543743445
DDX56,1295.765948899587
C11orf44,1295.7654877581106
AP3M2,1295.764079370133
GUCY1A3,1295.689163937956
SFRS10,1295.5788608134512
CCDC22,1295.578541141279
C11orf30,1295.5692311453436
TUBE1,1295.5325390577877
C7orf30,1295.5036555384797
FAM5C,1295.4701425512594
RP11-301I17.1,1295.4385036868434
TRUB1,1295.426376757243
SUPT4H1,1295.4218227839335
C14orf174,1295.2671349366376
APPBP2,1295.2623212257342
ZNF667,1295.225536144738
ENDOG,1295.1653530707752
CCNH,1295.1608624069959
C1orf112,1295.1475848860957
TBCE,1294.9444434634288
MRPL9,1294.9010372603018
GPR62,1294.8968771213438
C17orf81,1294.7668769540142
GOSR1,1294.7380463537434
PPARBP,1294.6573177760356
CCT5,1294.6350506947165
C2orf30,1294.6054656681329
KIAA1344,1294.5544534629958
RNF175,1294.5097475548291
KCNF1,1294.4533992453294
GULP1,1294.4075441061996
LY6H,1294.3847492287773
TTLL7,1294.3741688413315
FEZ2,1294.3609553188398
MAPK13,1294.3295602243857
TMEM4,1294.2728864624173
CLCA2,1294.1360377395815
NBPF8,1294.090879566274
C6orf113,1293.966922377391
MTERFD2,1293.9269215593733
DCTN6,1293.9247284586409
HOMER1,1293.8849314968659
OPRD1,1293.8186016022444
EPB41L2,1293.8177706296433
PEX13,1293.8076499191975
RDH11,1293.785048576167
C10orf39,1293.7602505551133
SMARCA4,1293.7492637957112
TRSPAP1,1293.7216745594744
XRCC6BP1,1293.6639000429532
FCGR3B,1293.6173354462994
ALKBH2,1293.6143532117005
QTRTD1,1293.6117297625099
ACAD8,1293.5834874164943
C21orf21,1293.5813877066187
LRRC38,1293.5131453428478
DET1,1293.3872869800794
CYB5R4,1293.3733849274925
CDR2,1293.357907812255
ZNF200,1293.2954284612338
OPRK1,1293.2669413883891
PIGP,1293.2667398454807
PDHA1,1293.2192178099865
C20orf45,1293.1664285497973
NDUFC2,1293.1296233997805
MYOZ2,1293.0795656234638
ZNF17,1293.0049762771916
C8orf41,1292.975217907999
HPRT1,1292.9594590316922
ZSCAN4,1292.8411717623476
IGBP1,1292.7396505205024
TCTEX1D1,1292.703149293109
TATDN3,1292.603524181843
ATAD1,1292.5834176078622
CDH10,1292.5505960802732
TNNI1,1292.4725228129132
PRPSAP1,1292.4619892642165
RNF168,1292.4256184305427
EIF3S1,1292.3606467030493
LIAS,1292.3249836580367
FILIP1,1292.2858514122452
NUP35,1292.2639551971754
MYCBP2,1292.2289741655527
ASTE1,1292.1656801754893
KIAA0368,1292.1505003339944
DFFA,1292.119602427528
ADAM9,1292.0599984536618
VPS41,1291.9348985908293
KLHDC8A,1291.9112494555707
FXC1,1291.8816946027341
WARS,1291.7303627560325
KIAA0274,1291.6856086000253
VGLL4,1291.6784954415418
MAN1A1,1291.6374425469076
TBK1,1291.5428812874861
TOMM34,1291.5375475804638
CHCHD8,1291.50958396044
TMEM121,1291.441431071391
TMEM59,1291.40758482747
PTPN4,1291.3849031861484
AIG1,1291.3663489560963
ALPK2,1291.3118465913778
PLDN,1291.2074648285743
STS,1291.1917826150275
MSH2,1291.0795932131605
TRIP12,1290.981343577788
OR7D2,1290.9485870690837
ARMCX2,1290.8631520846511
MLH1,1290.8393483627449
BHLHB9,1290.8390728013728
RND2,1290.7866713672363
TBC1D23,1290.713216470368
PSMA1,1290.7037700818228
PANX1,1290.69459444366
CD226,1290.6166219853121
C17orf71,1290.6086465070855
SKIV2L2,1290.3724429509405
ABCA11,1290.2877555055584
C12orf22,1290.2178520999776
PCDH20,1290.2010456672826
SAA1,1290.1959087355813
MTHFSD,1290.1957103659142
SRP19,1290.1428711950384
AGA,1290.1124697116054
NOP17,1290.1073160721417
GPIAP1,1290.1036154860808
FBXW7,1290.0135912960286
TBC1D4,1289.9509666853398
C16orf68,1289.9174566703343
TXNL1,1289.85685832634
LY6G6E,1289.8172144741811
HTR1A,1289.6811178354772
SCG3,1289.6638782604705
MEGF9,1289.6421897770463
DRD4,1289.4993216671526
COQ6,1289.4985901454004
RP11-54H7.1,1289.4215325343635
MITF,1289.4095104137054
ZNF684,1289.3244975440766
LRRFIP2,1289.2847946213792
CXorf15,1289.2603171026917
BMPER,1289.2311409094068
TRIM33,1289.205641865153
LECT1,1289.155136348594
SLC35E1,1289.1004128750055
ABCA8,1289.076229614059
C21orf111,1289.0155090124906
PRPS1L1,1288.9144394013647
AKAP5,1288.8737844093882
SRD5A1,1288.8269817562002
ATP11B,1288.823638431444
RPUSD4,1288.7896510517069
C7orf20,1288.7822787718735
PRKRA,1288.7771591703486
TRPC1,1288.7281783072156
TCF19,1288.719713517289
PIGY,1288.6863658239124
WDR5,1288.6804401389038
MAPK8IP1,1288.6555442816675
RAD18,1288.6311490255825
SURF6,1288.5984007551726
C1orf115,1288.578995623666
TRIT1,1288.5629185990645
P2RX7,1288.534735056418
GRIK1,1288.5339474823572
C18orf55,1288.4662557058484
DDX47,1288.457546417447
NAGLU,1288.3165502097065
VAMP3,1288.280935484925
DHRS7C,1288.2286636235033
KIAA1712,1288.2116279240925
HMOX2,1288.1928727072886
HAGH,1288.172314865818
PRRG1,1288.172158475923
COG5,1288.1564375388632
MAP6D1,1288.0974689660088
NRTN,1288.0633402991248
KRTHB2,1288.049438777967
GRM3,1288.021855887991
C1orf37,1288.0199578680551
KATNAL1,1287.991257863034
STX12,1287.9356358882083
LCN2,1287.8312926556582
RNASE7,1287.7413325536215
PLRG1,1287.7413201135932
NARS,1287.7404361876393
ASCC1,1287.7122975128425
C20orf44,1287.6779971083859
COL4A3BP,1287.6758507552636
KIT,1287.6051278694686
NIPSNAP3B,1287.6002855020552
LARP6,1287.589589759752
RABEPK,1287.5781062915514
IL23A,1287.5753728533516
TIA1,1287.516348223063
MCPH1,1287.488801699564
PITPNA,1287.4678859961161
RFC1,1287.416900908691
DBF4,1287.4051078387647
TSC22D2,1287.3895739214772
TOPBP1,1287.3699925255396
ZFP64,1287.2602681507024
MBD2,1287.2279325680097
PWP2H,1287.1910474024796
ANKRD6,1287.1195750387758
BRE,1287.0987199539913
CACNA1B,1287.073769615348
C15orf5,1287.042632082876
LRRC37A,1287.0315267018993
NMT2,1286.9861342952627
SNW1,1286.9804660449888
CSNK1G3,1286.9431094756721
PPIL4,1286.9168422276769
UBE2F,1286.8022425877332
RBBP7,1286.7722002620815
ATF1,1286.7266064005069
C9orf164,1286.6787835284151
TKTL1,1286.6452076907099
UPF3B,1286.6276589838399
ORC4L,1286.578671364359
LDHAL6A,1286.364753316474
SYN3,1286.293000011094
HIRIP5,1286.2512540431203
EIF2B1,1286.2506930852046
ELSPBP1,1286.1883671625974
NRD1,1286.1826246933595
C5orf16,1286.0430820794222
ZNF45,1286.0039639895617
POLR1E,1285.9921391508708
ATP5J,1285.9647089325513
PSRC1,1285.960225918168
LIPA,1285.8930257984546
KCNJ11,1285.8719857467765
NUFIP1,1285.8677142256138
RBM11,1285.8445233822526
INPP5A,1285.804757495946
UTP14A,1285.8034991622621
PIM1,1285.7814568973126
ZNF654,1285.7462266790674
UFD1L,1285.6968535559774
ACAD11,1285.6814106638342
PIGG,1285.6658874300572
ALDH1B1,1285.6410704058037
EDG8,1285.6250899877966
C9orf97,1285.6043441945515
PASD1,1285.6038969666984
CDC37L1,1285.584056916515
COG3,1285.57277663042
RIC3,1285.5248605239435
WDR21A,1285.5075124864213
KTI12,1285.4943724563748
NDUFB10,1285.442321127919
TCF12,1285.3569209303648
SHCBP1,1285.3513814663183
NT5C3L,1285.340281261373
NOL3,1285.3331319057747
SYCP2,1285.3205328192548
TAF11,1285.3139111886264
C5orf15,1285.2799367690527
COL5A2,1285.2607590360874
NRG4,1285.2502622590885
ZNF304,1285.1910155614419
SERGEF,1285.1692364224562
LSM8,1285.0959048961818
SET,1285.0908177189726
DEF6,1285.0758871329401
CCDC87,1285.0227440177227
POLR3F,1284.9963705062587
USP25,1284.9703841402247
SMUG1,1284.9430193212584
TWISTNB,1284.939245795966
HRASLS,1284.936421732208
GFRA2,1284.801415985729
C9orf72,1284.7380510851885
ARPC5L,1284.682128043091
IWS1,1284.6282104622207
ZNF415,1284.5195155458946
TAS2R50,1284.5158574819939
TBC1D2,1284.4810749666876
CART1,1284.4790506207364
MDH1,1284.4367157668362
FAM54A,1284.4263287239096
PPP3CA,1284.381501885238
NUDT21,1284.3352446900376
C9orf116,1284.3029905690462
RHPN2,1284.2010987664714
CDRT4,1284.1813159915482
TAF9B,1284.132269405418
GABRB1,1284.1273918487566
MRPL16,1284.0770131906975
DMAP1,1284.0178166169298
MRPL1,1284.0096518173725
FAM105A,1283.9958363670785
KIAA1407,1283.9763492164277
PTGS2,1283.9697621128453
HMMR,1283.9445462928209
NMB,1283.9234428167445
TUSC1,1283.861768224711
SLC5A11,1283.755052349051
ITGAE,1283.703431295247
TUBB4Q,1283.7024006763215
C18orf18,1283.7015028543565
OR2Y1,1283.5978371135907
DHRS7B,1283.5623177178197
ABCF2,1283.4907410025576
USP24,1283.362736440775
IFNA1,1283.3334701228678
SEPHS2,1283.268475346901
TARS,1283.2599998414412
CCDC66,1283.2337844775254
MGAT5,1283.0859778821327
TNFRSF12A,1283.0780941076707
R3HCC1,1283.0003171740047
HTR2A,1282.984138664609
VMD2,1282.9712510350657
NUP85,1282.9572173912647
ZNF291,1282.9393154495585
ACTR2,1282.9367661966573
FABP1,1282.9232603757248
EPDR1,1282.8615222864714
ASMT,1282.810652323193
PRSS16,1282.7736650847742
ANXA4,1282.7154270766052
C14orf4,1282.6708235009046
OR2T34,1282.609325745037
GNL2,1282.546274564971
SFRS9,1282.5461701028278
C6orf111,1282.5114654460774
ZBTB8,1282.422997612759
CCBL1,1282.4227497361162
VPS53,1282.3799771159586
PAPD5,1282.303754645694
C7orf23,1282.2909619711406
SCD,1282.2626552243503
CTGLF1,1282.2588190335532
PKD2L1,1282.1935371714803
ENSA,1282.183918100937
GPR12,1282.1740105666017
PSEN1,1282.1619043199032
APC,1282.1610409438058
TAS2R3,1282.1491304713481
BRP44,1282.139939570395
HMGN2,1282.0623871576074
C1orf75,1281.9986999352784
GPHB5,1281.9937255666546
PTTG3,1281.9857086310217
TBC1D19,1281.9395264663312
KIAA1600,1281.9116559046556
BRUNOL4,1281.8739573489895
CACNG1,1281.8058911672588
HCG18,1281.7971619493214
EFHA1,1281.7917866236064
PHACTR4,1281.7747159295654
CKS1B,1281.7660670698806
ZNF493,1281.7035060047845
KCNS3,1281.6651631503275
PRMT8,1281.6528213844124
ACYP1,1281.586672219002
C15orf21,1281.5427231696633
LCE1A,1281.5161565450837
BCDO2,1281.501452690425
GRPR,1281.4456444944071
FUT8,1281.4000972003319
SNORA64,1281.3675546810402
B3GAT2,1281.3170107141143
PTHR2,1281.315006125607
RP1L1,1281.2979105033141
NDFIP2,1281.1919692661556
BTN2A1,1281.1516082158587
CHRNG,1281.0576492175396
C21orf122,1281.0479010901715
LIPL1,1280.9396907979635
C16orf34,1280.9299010989641
MFSD7,1280.9258806497558
SLIT1,1280.882501112464
OR8D2,1280.8544741576206
FAM44B,1280.8161650546128
RP1-172B20.3,1280.8086854723845
SFRS2,1280.8038953112255
GALK2,1280.7460717794013
PCGF6,1280.7453260959849
C3orf56,1280.7125203587686
SLC35B1,1280.5589904859498
ADAM23,1280.5506349452294
GPR63,1280.5448592978446
SYNPO2,1280.543232195478
YIPF5,1280.53294772972
ASB2,1280.4956356364103
UNQ1887,1280.4280782783135
TNFAIP1,1280.3831148847257
ADAL,1280.3708675521077
TGM7,1280.3677304003163
MKKS,1280.3600364954289
WDR37,1280.358795739233
FUNDC1,1280.3154846183825
BCLAF1,1280.2271489971392
ALS2CR2,1280.1481377955918
C11orf49,1280.1328355149526
LRRC36,1280.1305999823187
TMEM16D,1280.0764216878588
LDHA,1280.032113701353
CORO1C,1280.0249507679143
BLOC1S2,1279.996644808657
SUDS3,1279.983850404009
ANAPC11,1279.9490395606265
ETS2,1279.8459818135807
RNF139,1279.7462103551993
HTATSF1,1279.7192907819806
INTS8,1279.6213997480293
SFT2D1,1279.6206834580125
ZNF226,1279.5277241783576
LPA,1279.5143872399742
GRSF1,1279.483700794088
NMNAT3,1279.4828238530324
SLC4A8,1279.4644262783445
RP5-875H10.1,1279.4629899667177
PLD5,1279.4512949233554
PLS1,1279.3823840439186
USP46,1279.3793971007415
MRPL3,1279.3323353676897
GORASP2,1279.3212145892094
AGL,1279.31046585784
CCDC76,1279.308958529885
RALBP1,1279.2789676877796
STOML2,1279.2194538877218
C16orf63,1279.1983375821258
PABPC4,1279.1242336721994
RLN1,1279.0404085848538
ANKRD20A1,1279.0003656104975
ZNF206,1278.9946626010428
SPATA2,1278.967142739062
GPR34,1278.945097337717
C3orf39,1278.9281585501785
UBXD3,1278.8880439990517
SUOX,1278.8547618468883
ZNF597,1278.8293778580849
CENPC1,1278.7687961467786
RNF38,1278.6881455045018
ZADH2,1278.5679974378024
AJAP1,1278.4901796436397
ACTR5,1278.4871544557616
RAB40B,1278.4640593620347
USPL1,1278.415830211878
ITGAV,1278.4137296438068
CHRNA7,1278.4001654583958
GALNTL2,1278.3900548914514
ZA20D2,1278.3662048336223
ZNF398,1278.3455539392216
STAG2,1278.278515355879
TRPV3,1278.2124132028644
CHCHD4,1278.210066558999
LRRTM4,1278.1369972821092
MRPL30,1278.1265628891504
ASB5,1278.055392994319
YPEL2,1277.9698875278405
OR4F15,1277.9162484868673
SNX7,1277.9152544132926
CCDC65,1277.9068319511725
LRRN3,1277.8696236059532
REG3G,1277.7691220986376
SEC23B,1277.7674379705963
TPR,1277.6481265386735
NDE1,1277.5704632006625
PAPD4,1277.5602134568962
DGCR9,1277.5575690095652
ERO1L,1277.5399978903345
IL17E,1277.5270215965527
PXDNL,1277.5073457413753
SPAST,1277.4139210593987
ICT1,1277.3772738798752
DENND3,1277.320486999951
FAM26A,1277.2454340998318
STX19,1277.2444323948887
OPCML,1277.2418470848822
CAPN13,1277.2105320772607
GSTA4,1277.1212484244984
B3GNT2,1276.995263213666
C9orf9,1276.9760677172007
TMEM11,1276.9627683141923
TCEA1,1276.8488161678877
C9orf86,1276.837370768079
RND1,1276.8006132851795
ANKRD2,1276.7681805798986
ETFA,1276.7650480839375
C10orf32,1276.763540413838
FRG1,1276.6050317518407
SFMBT2,1276.6014063876873
MRPL46,1276.5982480780904
PAQR4,1276.5922846307778
UNC5CL,1276.5102949019486
UBE2E3,1276.3979376414552
KLF10,1276.345036034894
FARSLA,1276.221946427795
C1orf74,1276.2028933568174
C1orf31,1276.1821971654163
FBXO9,1276.1659762452498
CYP2E1,1276.1534206759188
SNRPB2,1276.1530095412882
SLC22A15,1276.1107928376762
RAD23B,1276.0921861049774
C15orf44,1276.037467155264
RABGEF1,1276.034757503858
IL11,1275.981683525004
IL1B,1275.9528129250136
RBP7,1275.9250098017155
AMPH,1275.8887708586717
TRIM45,1275.7881930134606
WDR3,1275.7705131266175
B4GALT5,1275.725714559469
ZNF155,1275.7255221693565
LONRF1,1275.72428200913
SFRS3,1275.7084525128046
CCNG2,1275.6969176166729
C13orf10,1275.5974733578278
PEX1,1275.568981083307
ADAMTS16,1275.5564941421553
AARSD1,1275.551316400643
PGM5P2,1275.4800541520854
UPF3A,1275.480013014116
STMN2,1275.4545933819734
C12orf11,1275.3798883672291
RAB14,1275.375636171416
TIGD2,1275.3572211561213
BAPX1,1275.3076010025172
SEC14L5,1275.237329526319
CXorf45,1275.2117795767485
SS18,1275.195078267092
PPP2R2B,1275.1937795919562
SPECC1,1275.151049830439
TMEM16E,1275.1267229457403
KCNK3,1275.1233405216578
C11orf32,1275.110891602506
CGGBP1,1275.1080685779857
C11orf35,1275.0236263495049
MMD,1274.9985754521053
DHX30,1274.9859384826846
ZNF43,1274.9795542502443
EIF2C4,1274.9187797822
PNOC,1274.855729759329
ATE1,1274.8054395941554
GPBP1,1274.7872573086402
RNF5,1274.6485786489543
SAMD8,1274.6006762790312
CHIC1,1274.5624335354262
CPD,1274.5557662566894
GUCY2C,1274.5247550010426
KIR2DS3,1274.4514479027566
PRDM12,1274.3926907769744
QRICH1,1274.3834350913162
CSTL1,1274.3522856899076
RUNX1T1,1274.3004538125415
CAND2,1274.238672018214
ADH5,1274.188836406942
RIPK5,1274.1320086402407
MSH6,1274.0708581527151
PRKAA2,1274.0385865082505
SEC22B,1274.0373733894805
SLC7A6,1273.8938657153992
NDUFA6,1273.8453196110802
RNF13,1273.7491545494202
SSR3,1273.734432195042
TEX10,1273.7344247753272
CNGA4,1273.6913936761969
THNSL1,1273.6879951662565
HYLS1,1273.501982702183
TAF1A,1273.4879811789442
C6orf203,1273.4776734703676
ELMO2,1273.4231606944434
EPSTI1,1273.4085431729675
XAGE1,1273.3983423427928
CYP4X1,1273.3528143662706
FAM98B,1273.3105480304007
HRH1,1273.2928037776492
KHDRBS2,1273.2519251996612
MAMDC1,1273.1131578427796
STAG1,1273.0888369780698
KIAA1875,1273.03995430912
FBXL2,1273.0339474592008
UNC50,1272.9873297504098
WASF1,1272.9817641610477
NUDT6,1272.9541334830417
GPR178,1272.9310964134497
EHF,1272.9295225378196
C10orf125,1272.9253193569407
SETD7,1272.9088391544865
RAB28,1272.8682097787478
CASC1,1272.8530421077646
TMEM87A,1272.7532088417452
C1orf33,1272.731311758973
CRIP2,1272.6835422866752
C20orf12,1272.6790917915882
PDIA6,1272.63717988869
USP47,1272.5884258437468
FIBP,1272.5651384125108
CNGA2,1272.5600070091436
POLR3H,1272.5399004341837
CCDC49,1272.5342851157195
FXR1,1272.5200130456387
ZNF354B,1272.507085008985
CNIH3,1272.4734301585254
LHFPL3,1272.423921774102
TXNL4A,1272.3999896943692
GLO1,1272.3341008277923
OR7E91P,1272.3318205219086
OR6C3,1272.306800496037
DNAJA4,1272.2474081620708
ADCY8,1272.2301434539766
APIP,1272.198991356584
KRTAP6-2,1272.1820630518632
PEPD,1272.1584737430533
IFIT2,1272.0604222542834
ANTXRL,1272.0306383542386
C14orf149,1272.0056978200273
PPM1K,1272.0008548339506
ORC5L,1271.978278777694
ACTRT2,1271.9171792167506
RP3-366L4.2,1271.8876149207217
WBP11,1271.7944028151176
FBXO15,1271.7515444828098
C13orf25,1271.7392312820384
APOA5,1271.692660435639
YRDC,1271.6719034611783
LUC7L,1271.6664223913508
PMS2L4,1271.6239185372015
PRDM16,1271.6032134579286
SAR1P3,1271.487300921303
PGM2L1,1271.4331983988411
NDUFS3,1271.4198978832242
BCAS4,1271.409909628282
MFAP5,1271.378372018282
PCSK2,1271.3649268099264
CHCHD2,1271.3526628909567
RHBDD2,1271.3459920398739
KCND2,1271.3305522076419
USP6,1271.3186190308807
ZDHHC23,1271.3084676873523
KRTAP21-1,1271.178293628057
EXOSC5,1271.170608388786
DLSTP,1271.1506382075486
LNX2,1271.0743060933848
PSMD1,1271.0520955693792
OR11H4,1270.943907201828
TCEB2,1270.8304158992428
USP49,1270.8173848470663
PSMB2,1270.8023599700432
GALR2,1270.7849241078036
CD83,1270.7735518818777
SFPQ,1270.764367124716
MRPS28,1270.741451694976
TP53BP1,1270.7212199910155
HSPA14,1270.7111057324696
SLC39A7,1270.7107379691743
ELAVL4,1270.7030543374647
TSGA13,1270.5261114545863
TSC22D3,1270.492250474548
SLC6A5,1270.4305552665323
SNRPD1,1270.426186935342
ZDHHC15,1270.343035112506
APOC2,1270.310648079708
C9orf30,1270.2924389062512
ABCC1,1270.2738088528552
ZNF211,1270.2122595323813
PLXDC2,1270.2113566060336
AKR1CL2,1270.2064274740915
ZNF265,1270.0708017834158
ATCAY,1270.0621003712665
BYSL,1270.058665988908
C6orf142,1269.9802854465674
COPS7A,1269.9573623369736
PLEK,1269.8648930012096
EXOC4,1269.8587116790643
INTS12,1269.840046518046
ZNF485,1269.5976286729372
CCDC51,1269.5102240948174
ALKBH1,1269.4605388365503
MTDH,1269.4495087748737
ADRB1,1269.3298799391878
EHBP1,1269.2140854949591
OGFOD1,1269.1979683635052
ZNF518,1269.1825407211127
SCCPDH,1269.0905377567333
CSAD,1269.0485199990214
WNK1,1269.0388001617082
ACBD3,1268.999914699549
PPOX,1268.9886674909908
DMRT2,1268.8476680415745
DSCR3,1268.8169601093582
TOP2B,1268.7031376626112
CIRBP,1268.698573102385
EVI2A,1268.6507322250768
STATIP1,1268.6342041020769
AGPAT5,1268.5954703420969
MRPS11,1268.5862183125225
NCOA7,1268.5590918502646
M6PRBP1,1268.5143001044753
TXNRD1,1268.506988053985
SHQ1,1268.4923927543284
PER3,1268.4522162239305
B3GNT7,1268.4436168291397
IFNGR1,1268.441181311319
CCDC45,1268.4405294667579
SAAL1,1268.4046974012654
EDEM1,1268.3564069121135
ARIH2,1268.352336598016
TAF7,1268.3356579690872
C1orf70,1268.2720053103662
POLR3B,1268.2641964058525
GMDS,1268.2020414329943
MTMR2,1268.1507505395796
C1orf77,1268.1178383513452
ANKRD46,1268.0140730835444
FGF9,1268.009539341647
CEBPZ,1267.9977220947248
RASA1,1267.983594637467
NFE2L1,1267.9603196064015
MIZF,1267.9481557625058
MRPS22,1267.939328812472
TBC1D24,1267.8414404646649
SLC6A15,1267.8075536790402
TTC14,1267.7668811160777
OR10Z1,1267.766066311061
BCAT1,1267.7607796747861
PNPLA5,1267.7097337547668
ALKBH6,1267.659496098753
FSHB,1267.6297864491464
